Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCQ54,17.7,0.012567811000000002,168.4474,OUT045,2358.2636,0.18028801797532057,11,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDW12,8.315,0.035773394,144.3444,OUT017,3483.4656,0.5131772192078815,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDQ32,12.792854228644991,0.046382793,122.8388,OUT027,2972.1312,0.6653713855284402,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DRG49,7.81,0.06783685099999999,246.1486,OUT017,5375.6692,0.9731345747065371,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDP58,11.1,0.13148994866666666,220.7482,OUT049,4380.964,1.8862522860019117,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDD57,18.1,0.022434417999999998,96.2094,OUT049,952.0939999999999,0.3218266693897493,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DRG23,8.88,0.086764795,153.8682,OUT035,1829.6184,1.2446601019529178,9,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCZ17,12.15,0.07656846355555556,39.1506,OUT017,1480.0734,1.098391480731742,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRJ11,9.5,0.085437778,188.4872,OUT018,3592.6568,1.2256237506941698,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDG16,15.25,0.089998959,215.1192,OUT045,2157.192,1.291054897145743,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDZ51,12.792854228644991,0.054288645999999996,96.6094,OUT027,2189.8162,0.778782588782073,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCN43,12.15,0.007051840700000001,123.773,OUT046,3325.671,0.10116020863782063,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCN30,16.35,0.016993203999999998,95.741,OUT046,965.41,0.24377125564748614,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDP39,12.792854228644991,0.06908877,52.3324,OUT027,1298.31,0.9910936286082584,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDP34,12.85,0.13744120099999999,157.66299999999998,OUT049,2659.8709999999996,1.9716243120172352,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDM44,12.5,0.051970788,103.699,OUT010,412.796,0.7455324050572986,15,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDC28,7.905,0.0477043829,109.1254,OUT017,1627.881,0.6843298838418858,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRC24,17.85,0.02492239,153.4998,OUT018,2922.1962,0.35751717592729143,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDN46,7.21,0.144924795,100.8332,OUT045,1537.9979999999998,2.0789781168756947,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCN53,5.175,0.030349723,37.0874,OUT035,423.4488,0.43537346366602736,9,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDY32,12.792854228644991,0.226284381,163.221,OUT019,326.242,3.2460993047446594,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCW06,16.2,0.050625182000000005,193.1162,OUT017,2501.4106,0.726229390497667,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDY48,14.0,0.02371512,103.8332,OUT013,1743.0644,0.34019862176849125,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCP29,8.42,0.112177581,65.9168,OUT013,958.752,1.6092121165536286,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDB60,9.3,0.04774013,195.0136,OUT010,194.4136,0.68484268386787,15,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
DRE60,9.395,0.15930433300000002,226.172,OUT035,3848.324,2.2852557578603347,9,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDN51,17.85,0.020989307999999998,260.7936,OUT045,4697.8848,0.30109624802549456,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DRE15,12.792854228644991,0.01769927,74.2012,OUT027,1290.3204,0.2538999279914419,28,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DRG15,6.13,0.06722334762500001,60.1536,OUT013,1102.5648,0.9643337336133734,26,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDX55,12.792854228644991,0.096658404,216.9166,OUT019,217.7166,1.3865861030069433,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDC57,20.1,0.054816925999999995,194.282,OUT018,1544.656,0.7863608817828192,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA25,16.5,0.068511103,103.699,OUT017,1651.184,0.9828068682106246,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCK29,5.615,0.12574524,122.473,OUT035,1354.9029999999998,1.8038431743945702,9,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDP48,7.52,0.044023213,183.095,OUT046,5492.85,0.6315226905206773,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDP49,12.792854228644991,0.068754395,54.5614,OUT027,1713.1034,0.9862969455573678,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDL38,13.8,0.024660202000000003,87.4172,OUT010,178.4344,0.35375603129702027,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDZ21,17.6,0.039214444,98.241,OUT035,1930.82,0.5625398396557842,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDQ44,20.5,0.036344721,122.3756,OUT017,2544.6876,0.5213730309085656,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCB42,11.8,0.008554052,116.9492,OUT013,1969.4364,0.12270976073222509,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDY15,12.792854228644991,0.170000805,155.963,OUT027,4537.427,2.438699005551481,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCW05,20.25,0.148302815,108.3938,OUT049,2787.0388,2.1274365580856234,14,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDR23,15.85,0.081914677,177.637,OUT049,3352.303,1.1750840905722226,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDO34,17.7,0.029914022000000002,166.2816,OUT013,2516.724,0.4291232368190558,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDZ36,6.035,0.06577134400000001,185.324,OUT035,3728.48,0.9435044216795584,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDX58,12.792854228644991,0.043551753,184.495,OUT027,7873.085,0.6247594929395994,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCJ18,12.35,0.16394193699999998,117.0124,OUT046,1540.6612,2.3517832090858835,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDP22,14.65,0.099692906,50.9666,OUT017,717.7324,1.4301167028164206,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDH57,10.895,0.059834024000000006,133.5284,OUT010,263.6568,0.8583322580557395,15,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
DRF51,15.75,0.166174549,37.4506,OUT045,1062.6168,2.38381052015763,11,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDD51,11.15,0.11993002900000001,44.2744,OUT035,588.5672,1.72042269128114,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDW04,8.985,0.057944376,131.531,OUT045,1428.141,0.8312248411323764,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDZ21,17.6,0.065649353,94.84100000000001,OUT010,193.082,0.9417544339051694,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NCJ30,12.792854228644991,0.080249973,168.679,OUT027,4923.590999999999,1.1512035448928208,28,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDO45,13.15,0.037952777,89.5856,OUT046,1494.0552,0.5444409485461973,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDE41,9.195,0.064113698,86.5566,OUT049,1183.7924,0.9197251245653099,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DRD13,12.792854228644991,0.048841794,64.7168,OUT027,3068.0064,0.700646296687538,28,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCC07,19.6,0.02394662,106.9964,OUT035,1788.3388,0.3435195402769957,9,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDE51,12.792854228644991,0.096000183,43.7086,OUT027,1293.6494,1.3771437777301123,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCG43,20.2,0.074177667,93.2462,OUT013,1018.0082,1.0640949773563066,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDS59,12.792854228644991,0.04368089,110.15700000000001,OUT027,2306.9970000000003,0.6266119916585314,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDV16,7.75,0.083268523,32.9558,OUT018,101.8674,1.1945053097474485,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC03,8.575,0.071832909,194.1794,OUT035,3316.3498,1.0304589072044101,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDV60,20.2,0.12244236770000001,197.21099999999998,OUT013,3535.3979999999997,1.7564627434991191,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDJ60,19.35,0.062625641,165.3184,OUT049,1651.184,0.8983786190231513,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDX20,7.365,0.042646566,225.172,OUT045,452.744,0.6117743859764992,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDD17,7.5,0.0340374279,237.7906,OUT035,1188.453,0.48827440300215186,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDD08,8.3,0.03555434,37.4506,OUT017,796.9626,0.5100348413117175,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDX45,16.75,0.105068444,156.66299999999998,OUT045,2816.3340000000003,1.507229979867692,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDM25,10.695,0.060912865,173.8712,OUT018,4570.0512,0.8738084699116078,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCT42,5.88,0.02488732,147.5392,OUT046,2684.5056,0.3570140890499988,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDT02,12.6,0.024194731,36.1874,OUT046,423.4488,0.34707874724055326,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDV34,10.695,0.01141595,74.0038,OUT013,1034.6532,0.1637643181302902,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCR41,17.85,0.018023997,95.9094,OUT046,2285.0256,0.25855820835650084,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDT31,19.75,0.012499004,188.0872,OUT018,2458.1336,0.17930096639944723,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF33,7.97,0.036045991,107.5596,OUT010,431.4384,0.5170876832366624,15,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NCU29,12.792854228644991,0.044607722,145.976,OUT019,585.904,0.6399076009158716,28,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCB55,15.7,0.16098885,57.8562,OUT045,651.8182,2.309420525390315,11,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCU18,15.1,0.055793586,139.7496,OUT013,3952.1888,0.8003712846792168,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDZ59,6.63,0.104445322,167.25,OUT018,1830.95,1.4982911574795437,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCI29,8.6,0.032687702,140.9154,OUT045,1134.5232,0.468912287569245,11,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDL03,12.792854228644991,0.026949462999999996,197.71099999999998,OUT027,4910.275,0.386595984755757,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCQ06,13.0,0.041909345,255.0014,OUT045,5865.0322,0.6011987882928785,11,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDY31,5.98,0.04363058,148.2418,OUT049,1618.5598,0.6258902836232707,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DRI03,6.03,0.0214218487,175.1028,OUT049,1593.9252,0.3073011396726285,14,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDL38,13.8,0.014793124,88.5172,OUT018,2408.8644,0.21221062328381177,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDR37,12.792854228644991,0.065928735,183.0292,OUT027,8209.314,0.9457622302539516,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDT59,12.792854228644991,0.01583438,228.5668,OUT027,3225.1352,0.22714767003323458,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDV28,16.1,0.159728395,34.3558,OUT046,271.6464,2.2913390206877793,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCX53,20.1,0.014925407,143.4154,OUT013,3545.385,0.21410825206593057,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDZ12,9.17,0.10289312099999999,141.947,OUT013,4008.116,1.476024492123953,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCT05,10.895,0.020951848000000002,255.3672,OUT046,767.0016,0.3005588760715915,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDW38,5.325,0.1065376495,55.8298,OUT035,485.3682,1.528306056488628,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDD33,12.85,0.10810260599999999,233.3642,OUT013,3950.1914,1.550755702302254,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDV39,12.792854228644991,0.0064770374444444445,196.8426,OUT019,593.2278,0.09291452928523704,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DRE25,15.35,0.073697713,91.912,OUT017,559.2719999999999,1.0572099314736683,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDC59,16.7,0.091437584,64.3168,OUT010,127.8336,1.3116922897560985,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDF58,13.3,0.009581155,64.95100000000001,OUT046,1644.526,0.13744377957818846,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCP50,12.792854228644991,0.035997636,78.6618,OUT019,80.5618,0.5163940201071647,28,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDS33,6.67,0.12332588,90.2514,OUT013,974.0654,1.769136922114935,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDP08,20.5,0.112584813,192.0478,OUT049,1549.9824,1.615053949322766,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDF29,15.1,0.019930418000000002,131.531,OUT035,2856.282,0.2859062376606119,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCF30,17.0,0.126244059,124.6362,OUT046,3900.9222,1.8109988428589057,16,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDI50,8.42,0.030905215,227.6352,OUT045,2748.4224,0.44334211880264157,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDD56,15.2,0.104365283,177.1054,OUT017,3151.8972,1.4971429803888214,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCN41,17.0,0.087387669,125.073,OUT010,369.519,1.2535953667264221,15,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDE23,17.6,0.053481818,47.806000000000004,OUT017,1071.938,0.7672084633463077,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDL26,18.0,0.073306615,155.0972,OUT049,3894.93,1.0515995444894821,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCB30,14.6,0.043021542,196.9084,OUT010,595.2252,0.6171534993183784,15,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDY50,5.8,0.13169655,89.4172,OUT017,2498.0816,1.8892160276509329,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCK19,9.8,0.09083415800000001,192.2478,OUT018,4068.7038,1.3030360108277494,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCR38,12.792854228644991,0.19875618,250.7724,OUT019,251.6724,2.851201195860285,28,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDI28,14.3,0.026321701,77.6302,OUT046,950.7624,0.3775906005452352,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDO24,11.1,0.176215665,158.8604,OUT046,2693.8268,2.5278525416282167,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDC45,17.0,0.136008489,171.7106,OUT045,1711.106,1.951071742694745,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDU27,18.6,0.17174348,48.8376,OUT049,1294.3152,2.4636980624059435,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDS09,8.895,0.08154715,49.8008,OUT017,759.012,1.1698118347766497,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRE13,12.792854228644991,0.027570939,86.6198,OUT027,2529.3742,0.39551119491122727,28,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDV15,10.3,0.14676789699999998,102.3648,OUT018,1557.9720000000002,2.1054178211731536,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH26,19.25,0.03467086,141.8496,OUT013,2399.5432,0.4973611260465185,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDI22,12.6,0.09619424,210.8612,OUT035,1254.3672,1.3799275681534595,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDJ26,15.3,0.08511049,215.7218,OUT018,1923.4962,1.2209287322198223,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD26,12.792854228644991,0.1263349,184.0924,OUT019,555.2772,1.812301977019731,28,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCI55,12.792854228644991,0.012592289,123.3414,OUT027,4751.8146,0.18063916027878132,28,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA35,12.792854228644991,0.05357685,122.2072,OUT027,3552.7088,0.7685717183255741,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDN21,18.6,0.077168705,160.6236,OUT018,1611.236,1.1070020765089648,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM43,14.5,0.032597778,163.621,OUT010,815.605,0.4676223079754707,15,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDD09,13.5,0.021583971,179.5976,OUT018,2173.1712,0.3096268197880122,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI24,10.3,0.078903499,177.637,OUT045,4234.488,1.1318880786819348,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCN41,12.792854228644991,0.091411749,121.37299999999999,OUT019,369.519,1.3113216809886374,28,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCT53,12.792854228644991,0.084245356,164.6526,OUT019,657.8104,1.2085181943669647,28,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDQ47,7.155,0.28150951399999996,33.8874,OUT010,35.2874,4.038316005886446,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NCD42,16.5,0.012689327,39.7506,OUT018,227.7036,0.18203119177004812,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI21,5.59,0.094741514,63.1168,OUT010,191.7504,1.3590878935911022,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDS48,15.15,0.046496777,149.6708,OUT010,300.9416,0.6670065111235737,15,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDW50,13.1,0.07600554799999999,166.1158,OUT017,1169.8106,1.0903163330549837,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDO37,8.06,0.02060989766666667,232.7326,OUT018,3696.5216,0.29565352319489185,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDS04,10.195,0.14140214444444443,139.5838,OUT018,4495.4816,2.0284449184785536,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP38,10.1,0.053732324000000005,49.8008,OUT010,303.6048,0.7708020271125774,15,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NCF06,6.235,0.033807904,258.9962,OUT010,258.9962,0.48498183208355944,15,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDR35,12.5,0.020782036,198.3742,OUT018,2587.9646,0.2981228855153661,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB04,11.35,0.06317369099999999,86.1856,OUT013,1494.0552,0.9062405170300017,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDK16,9.065,0.115563679,96.0094,OUT045,1713.7692,1.6577864384534564,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDM57,11.65,0.07627820099999999,85.1908,OUT017,671.1264,1.0942276004161036,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDF45,18.2,0.012223686999999999,57.1904,OUT049,1640.5312,0.1753514833713438,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDH04,6.115,0.011419301000000001,91.0488,OUT018,1629.8784,0.16381238896364658,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDL25,6.92,0.131458247,90.5804,OUT018,183.7608,1.8857975186084615,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
