Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL03,OUT049,3257.25
DRL59,OUT049,969.25
DRM11,OUT027,5539.25
FDA43,OUT049,3225.25
FDZ56,OUT010,791.25
FDI44,OUT018,973.25
FDB50,OUT013,1283.75
FDU15,OUT019,-1220.75
NCJ19,OUT019,-988.75
FDD48,OUT013,1867.75
NCW42,OUT035,3595.25
FDL24,OUT017,2923.25
NCB30,OUT013,3083.75
FDK25,OUT013,2723.75
FDW28,OUT049,3193.25
FDD47,OUT017,2875.25
FDK16,OUT019,-372.75
FDW37,OUT046,1511.25
FDA48,OUT035,3643.25
FDA14,OUT017,2459.25
FDV15,OUT013,1643.75
FDN22,OUT049,4105.25
NCD55,OUT045,601.5
FDY43,OUT013,2675.75
NCU05,OUT017,1363.25
FDF10,OUT035,2539.25
FDR39,OUT018,2629.25
FDG40,OUT013,595.75
FDZ28,OUT019,211.25
FDE02,OUT045,1473.5
FDU60,OUT049,2809.25
FDM21,OUT013,4067.75
FDV52,OUT019,35.25
NCW06,OUT013,2987.75
FDX36,OUT035,3755.25
FDT35,OUT027,4179.25
NCL19,OUT010,315.25
NCD31,OUT046,2591.25
FDE53,OUT019,-132.75
FDW58,OUT019,-132.75
DRF48,OUT046,2959.25
FDW57,OUT035,2987.25
DRH13,OUT017,1803.25
FDT33,OUT013,2723.75
DRK47,OUT027,4995.25
FDY22,OUT010,383.25
FDC35,OUT019,1419.25
FDO03,OUT013,3659.75
FDF24,OUT045,1321.5
FDF56,OUT018,2605.25
FDD28,OUT013,963.75
FDG53,OUT027,3731.25
FDO27,OUT019,-284.75
NCF54,OUT018,2381.25
FDC20,OUT027,2371.25
FDU10,OUT046,719.25
DRA24,OUT018,2309.25
FDA02,OUT010,443.25
FDG10,OUT017,1115.25
FDW39,OUT010,967.25
FDP04,OUT019,-796.75
NCM55,OUT013,2883.75
FDG47,OUT045,4065.5
NCU41,OUT017,3107.25
NCK31,OUT017,931.25
FDZ46,OUT045,1721.5
FDU13,OUT027,3811.25
NCF19,OUT045,729.5
NCJ43,OUT013,2699.75
NCJ05,OUT045,2345.5
FDS04,OUT027,3699.25
FDX28,OUT010,-288.75
FDB41,OUT027,2275.25
FDG53,OUT046,2295.25
FDL15,OUT010,523.25
FDQ08,OUT049,1145.25
DRN36,OUT013,1531.75
FDI46,OUT013,4003.75
FDG16,OUT027,4851.25
FDV32,OUT013,1043.75
FDF44,OUT010,243.25
FDK04,OUT018,657.25
NCA41,OUT013,3011.75
FDD51,OUT017,859.25
NCZ53,OUT045,2889.5
FDP01,OUT027,3923.25
FDY25,OUT049,2985.25
FDB17,OUT018,2577.25
NCV54,OUT018,1573.25
FDJ32,OUT017,1163.25
FDA37,OUT049,2137.25
FDG35,OUT035,2939.25
NCM05,OUT018,3857.25
FDG45,OUT046,3391.25
FDH28,OUT013,707.75
NCE18,OUT049,3977.25
FDH38,OUT045,1857.5
FDR56,OUT013,3187.75
FDH17,OUT027,3059.25
FDD39,OUT049,3561.25
FDB41,OUT049,937.25
NCR53,OUT046,3495.25
FDX46,OUT017,1115.25
FDV28,OUT049,729.25
FDA08,OUT018,2385.25
FDH45,OUT017,867.25
NCS38,OUT010,-152.75
FDD40,OUT010,1199.25
DRM59,OUT035,2571.25
NCJ43,OUT018,2445.25
NCN29,OUT013,787.75
NCC19,OUT045,2929.5
FDR56,OUT035,3307.25
FDZ43,OUT049,3961.25
FDJ32,OUT010,-880.75
DRH03,OUT017,1579.25
NCZ54,OUT035,2699.25
FDE26,OUT017,2443.25
FDS03,OUT045,1009.5
DRZ24,OUT019,11.25
FDO48,OUT027,4995.25
FDW39,OUT049,2921.25
NCK05,OUT049,1065.25
NCK30,OUT017,4075.25
FDT27,OUT018,3465.25
FDS08,OUT019,963.25
NCJ19,OUT049,953.25
FDC58,OUT045,697.5
DRE37,OUT013,2939.75
FDW02,OUT035,2243.25
FDJ02,OUT010,503.25
FDX09,OUT045,2777.5
FDT31,OUT010,1079.25
FDI24,OUT049,2921.25
FDY09,OUT045,2761.5
FDV28,OUT045,585.5
DRM47,OUT049,3097.25
FDT52,OUT019,2067.25
FDI48,OUT018,641.25
FDY55,OUT017,4171.25
FDU48,OUT013,2107.75
FDN25,OUT045,921.5
FDP20,OUT049,2137.25
FDJ15,OUT013,3003.75
FDD04,OUT018,1949.25
FDY58,OUT045,3593.5
FDR37,OUT018,2657.25
FDF44,OUT013,2131.75
FDD32,OUT045,1337.5
FDR57,OUT017,2659.25
DRG39,OUT027,2323.25
FDX15,OUT017,2635.25
DRN37,OUT045,2545.5
FDW40,OUT027,3747.25
FDB32,OUT049,1625.25
FDM40,OUT018,1989.25
FDE39,OUT027,3395.25
DRH49,OUT017,1419.25
FDT46,OUT049,937.25
NCF06,OUT035,4171.25
FDP07,OUT017,3227.25
FDC04,OUT013,3811.75
FDZ32,OUT017,1835.25
FDD50,OUT045,2641.5
FDU56,OUT017,3059.25
FDV34,OUT017,1347.25
NCY41,OUT013,571.75
NCK18,OUT046,2607.25
DRH25,OUT049,937.25
FDT57,OUT046,3799.25
FDV56,OUT018,1477.25
FDV12,OUT045,1561.5
FDN52,OUT017,1579.25
FDX38,OUT035,1019.25
FDE47,OUT018,1685.25
NCO07,OUT013,3299.75
FDV09,OUT027,3859.25
FDZ23,OUT019,1115.25
DRH51,OUT018,1089.25
NCY54,OUT045,2617.5
DRG49,OUT013,3851.75
NCC19,OUT049,3097.25
NCV53,OUT045,3713.5
FDZ47,OUT019,-188.75
NCO26,OUT018,1489.25
NCP02,OUT045,905.5
NCW30,OUT018,3761.25
NCN55,OUT046,3775.25
FDB20,OUT010,-668.75
DRL11,OUT013,2467.75
DRD60,OUT045,2793.5
FDW14,OUT010,-440.75
FDL27,OUT010,-812.75
FDU09,OUT018,677.25
DRH36,OUT027,2643.25
FDP34,OUT027,3939.25
FDE04,OUT017,2995.25
FDZ57,OUT027,3587.25
FDF02,OUT010,-244.75
FDG28,OUT045,3873.5
NCI31,OUT046,559.25
FDT43,OUT013,875.75
FDU20,OUT046,2007.25
FDD53,OUT013,739.75
FDW15,OUT045,2377.5
NCT53,OUT045,2489.5
NCG55,OUT027,3235.25
FDD48,OUT035,2011.25
FDG47,OUT049,4265.25
FDI21,OUT017,1211.25
FDT27,OUT017,3867.25
DRO35,OUT013,1843.75
FDD33,OUT017,3803.25
FDC04,OUT035,4003.25
FDY34,OUT013,2667.75
DRJ49,OUT049,2121.25
FDE05,OUT049,2441.25
FDU31,OUT017,3627.25
NCN19,OUT027,4387.25
FDK56,OUT027,4387.25
FDK58,OUT017,1819.25
NCJ42,OUT035,1755.25
FDZ34,OUT027,4499.25
FDA52,OUT018,2529.25
NCR29,OUT013,875.75
FDT48,OUT035,3347.25
DRJ51,OUT019,1707.25
NCS54,OUT046,2791.25
FDV01,OUT035,2659.25
DRG51,OUT027,4019.25
NCG42,OUT013,2051.75
FDA51,OUT049,1977.25
FDV19,OUT010,671.25
NCT18,OUT045,2785.5
NCS41,OUT045,2825.5
FDO03,OUT046,3671.25
FDL12,OUT010,-876.75
FDY37,OUT010,423.25
FDI58,OUT049,1641.25
FDT28,OUT018,2097.25
NCC42,OUT010,239.25
FDO01,OUT017,2235.25
FDJ02,OUT013,2395.75
FDQ04,OUT018,429.25
DRL47,OUT013,1979.75
FDZ32,OUT035,1931.25
FDC35,OUT035,3443.25
FDX14,OUT045,1153.5
FDZ35,OUT013,1731.75
FDL14,OUT013,2531.75
FDO04,OUT049,1017.25
DRK11,OUT017,2483.25
FDB44,OUT018,3069.25
FDZ50,OUT049,3065.25
FDI12,OUT027,2931.25
FDU43,OUT017,3899.25
FDD58,OUT010,-324.75
FDB27,OUT017,3227.25
FDB04,OUT018,1149.25
NCO17,OUT013,1851.75
FDL12,OUT017,1107.25
DRJ13,OUT049,2617.25
FDD57,OUT045,1529.5
FDW19,OUT035,1987.25
DRD27,OUT018,1293.25
FDH27,OUT027,3779.25
NCW30,OUT027,5507.25
FDR40,OUT018,1065.25
FDG05,OUT013,2539.75
NCY41,OUT019,-1324.75
FDI38,OUT018,3025.25
FDR20,OUT046,791.25
FDE09,OUT017,1891.25
FDN50,OUT019,-284.75
DRF27,OUT045,2345.5
DRF51,OUT013,587.75
NCO02,OUT019,-820.75
FDB51,OUT027,2483.25
FDJ50,OUT013,899.75
FDN52,OUT013,1427.75
FDX14,OUT013,1259.75
FDT27,OUT019,1899.25
FDV10,OUT013,747.75
FDU33,OUT046,807.25
FDU58,OUT046,3023.25
NCP42,OUT027,4483.25
FDL51,OUT027,4883.25
DRH15,OUT027,2163.25
FDU16,OUT017,1547.25
FDW15,OUT017,2539.25
FDQ44,OUT045,1921.5
NCI06,OUT027,4259.25
DRK23,OUT019,2083.25
FDC28,OUT035,1931.25
NCY17,OUT019,-1204.75
NCV05,OUT018,2109.25
FDM34,OUT019,251.25
DRD60,OUT027,4323.25
FDT38,OUT046,1423.25
FDQ57,OUT018,2041.25
FDE59,OUT027,2067.25
NCM43,OUT046,2567.25
DRI51,OUT049,2777.25
NCG30,OUT017,2051.25
NCK54,OUT035,1947.25
FDQ16,OUT019,-92.75
FDI36,OUT013,3171.75
FDX16,OUT027,3827.25
FDA34,OUT046,2799.25
FDJ48,OUT018,3633.25
FDU47,OUT035,2403.25
FDS39,OUT046,2319.25
FDD11,OUT046,3999.25
FDM16,OUT027,2707.25
FDU56,OUT018,2625.25
FDQ32,OUT017,2123.25
DRK35,OUT013,635.75
FDA58,OUT049,3801.25
DRG48,OUT019,395.25
FDT59,OUT010,1763.25
FDQ31,OUT019,-364.75
FDS51,OUT018,765.25
FDW32,OUT027,2899.25
FDI15,OUT027,5619.25
NCV30,OUT017,1083.25
DRG25,OUT049,3033.25
FDT02,OUT013,595.75
FDO33,OUT027,3283.25
FDP38,OUT035,1019.25
FDZ45,OUT035,3299.25
NCA54,OUT027,4259.25
FDU33,OUT017,907.25
FDN58,OUT017,3851.25
FDI05,OUT045,1217.5
FDM57,OUT019,-484.75
NCS42,OUT027,2851.25
FDB57,OUT045,3497.5
FDC03,OUT045,3097.5
FDZ58,OUT013,1939.75
NCK29,OUT045,1881.5
NCR53,OUT045,3433.5
FDE26,OUT027,3779.25
FDU52,OUT049,2569.25
FDE41,OUT027,2851.25
FDU38,OUT018,2725.25
FDA52,OUT017,2947.25
FDW46,OUT046,1135.25
DRI59,OUT035,3675.25
FDT38,OUT035,1547.25
FDL33,OUT018,2833.25
FDQ01,OUT027,5475.25
FDJ08,OUT046,3047.25
FDQ47,OUT049,745.25
NCZ18,OUT013,3915.75
FDE29,OUT017,1115.25
FDF10,OUT027,3827.25
FDC48,OUT049,1465.25
FDY58,OUT013,3635.75
NCX30,OUT010,1939.25
FDV11,OUT013,2859.75
FDT46,OUT046,855.25
DRD01,OUT019,-948.75
FDQ11,OUT013,4099.75
NCM41,OUT017,1563.25
NCC55,OUT013,571.75
FDG45,OUT027,4835.25
NCQ54,OUT049,2713.25
FDM34,OUT045,2025.5
FDD17,OUT019,1899.25
FDN38,OUT027,5443.25
FDB53,OUT018,2069.25
NCL06,OUT035,4235.25
NCV18,OUT019,-596.75
FDX25,OUT013,2899.75
FDB39,OUT046,951.25
FDC33,OUT049,3273.25
NCO14,OUT018,409.25
FDA58,OUT027,5203.25
NCQ02,OUT017,3027.25
NCR53,OUT017,3635.25
FDN52,OUT046,1479.25
FDG26,OUT046,4071.25
FDE23,OUT027,2291.25
DRI37,OUT013,931.75
DRH37,OUT018,2309.25
FDO01,OUT035,2251.25
FDK45,OUT049,1945.25
FDP23,OUT049,3545.25
FDM33,OUT035,3643.25
FDD36,OUT017,2051.25
FDL56,OUT017,1499.25
FDT27,OUT010,1851.25
FDG52,OUT017,875.25
NCL42,OUT035,3947.25
DRJ24,OUT046,2919.25
FDV38,OUT046,895.25
FDT35,OUT045,2681.5
FDY51,OUT045,3417.5
FDC37,OUT017,1835.25
NCP43,OUT013,2835.75
FDO33,OUT045,1753.5
FDW04,OUT018,1849.25
NCC31,OUT046,2439.25
FDK22,OUT049,3529.25
FDJ50,OUT017,1043.25
FDV13,OUT017,1603.25
DRL60,OUT017,2507.25
FDW03,OUT017,1843.25
FDY27,OUT035,2995.25
FDB39,OUT027,2371.25
FDU59,OUT045,2537.5
FDZ57,OUT049,2217.25
FDO21,OUT049,3705.25
FDS43,OUT018,2701.25
FDU28,OUT010,1111.25
FDC51,OUT010,91.25
FDW16,OUT010,-380.75
FDP32,OUT010,95.25
FDB60,OUT019,1243.25
NCQ30,OUT046,1895.25
FDD26,OUT049,3065.25
FDI44,OUT045,1209.5
DRH23,OUT046,887.25
FDO44,OUT046,1791.25
FDG04,OUT046,3007.25
FDM32,OUT027,2947.25
FDM09,OUT013,2739.75
FDZ47,OUT013,1635.75
FDM40,OUT027,3731.25
FDY48,OUT017,1771.25
NCM30,OUT045,609.5
FDX36,OUT010,1679.25
DRF03,OUT017,747.25
FDN51,OUT049,4233.25
FDM57,OUT049,1513.25
FDB35,OUT049,1657.25
FDY13,OUT027,2739.25
FDA37,OUT017,2179.25
NCX53,OUT017,2331.25
FDD59,OUT018,1065.25
FDX10,OUT019,-1212.75
FDC03,OUT018,2853.25
FDW43,OUT035,3779.25
FDW10,OUT046,2823.25
FDY14,OUT027,5603.25
FDV43,OUT045,713.5
FDO40,OUT013,2411.75
FDP46,OUT027,2931.25
NCE43,OUT019,739.25
FDD05,OUT035,2091.25
FDJ60,OUT010,755.25
DRE27,OUT018,1205.25
FDO11,OUT035,4163.25
DRG11,OUT027,3139.25
FDK33,OUT010,1499.25
DRM23,OUT045,2601.5
FDJ02,OUT027,3843.25
NCZ05,OUT045,1577.5
NCL30,OUT013,1971.75
FDZ19,OUT018,2485.25
FDM45,OUT049,2073.25
FDO36,OUT046,2855.25
NCK31,OUT045,745.5
DRJ37,OUT045,2353.5
FDP24,OUT018,1637.25
FDF46,OUT013,1859.75
FDX46,OUT019,-852.75
NCL18,OUT045,2945.5
FDJ26,OUT013,3411.75
FDJ07,OUT045,1817.5
FDY15,OUT013,2499.75
DRG01,OUT045,1129.5
FDF58,OUT045,1033.5
FDZ14,OUT019,123.25
FDP31,OUT049,1193.25
FDH45,OUT013,763.75
FDA09,OUT010,931.25
FDW31,OUT035,3355.25
FDA57,OUT046,727.25
NCE55,OUT035,2891.25
FDC17,OUT019,1507.25
FDC59,OUT013,1115.75
FDA22,OUT013,2675.75
FDK52,OUT035,3707.25
NCM26,OUT046,2399.25
NCT53,OUT035,2747.25
FDW45,OUT018,2093.25
NCI18,OUT035,3627.25
FDE38,OUT018,2333.25
FDF08,OUT019,-380.75
FDY58,OUT010,1723.25
FDF58,OUT019,-804.75
FDX39,OUT017,3483.25
FDB44,OUT049,3449.25
FDF28,OUT013,2075.75
FDE39,OUT013,1899.75
FDT37,OUT018,3713.25
FDZ45,OUT017,3275.25
FDO40,OUT035,2571.25
FDM57,OUT027,2883.25
DRG36,OUT017,2803.25
FDY36,OUT010,-724.75
DRL60,OUT027,3827.25
FDS25,OUT019,-68.75
DRF49,OUT027,3203.25
FDP16,OUT045,3833.5
FDS60,OUT049,2985.25
FDU15,OUT027,2147.25
FDK43,OUT046,2063.25
FDN25,OUT046,1031.25
FDE53,OUT049,1801.25
FDB22,OUT013,2483.75
FDE39,OUT017,2051.25
FDX35,OUT035,3787.25
NCG54,OUT049,2729.25
FDH27,OUT035,2491.25
NCK42,OUT013,3363.75
FDS25,OUT049,1881.25
FDI10,OUT018,2489.25
FDU35,OUT035,1787.25
FDI04,OUT017,3307.25
DRK23,OUT035,4091.25
FDB53,OUT019,475.25
FDY02,OUT049,4265.25
FDM60,OUT035,891.25
NCJ31,OUT010,1771.25
DRP35,OUT017,2099.25
NCQ30,OUT018,1625.25
DRL11,OUT010,567.25
FDU01,OUT013,2987.75
FDR39,OUT035,3019.25
FDO08,OUT046,2703.25
FDC02,OUT045,4073.5
NCZ29,OUT035,2139.25
FDF29,OUT010,227.25
FDZ23,OUT017,3131.25
NCU53,OUT018,2277.25
NCW30,OUT013,4027.75
NCM26,OUT027,3859.25
FDV50,OUT027,3411.25
FDW15,OUT049,2473.25
FDI35,OUT027,4355.25
FDO11,OUT017,4099.25
FDN48,OUT046,1519.25
NCA17,OUT049,2425.25
NCN54,OUT013,1235.75
FDP22,OUT013,875.75
NCB54,OUT035,2123.25
FDD08,OUT045,609.5
DRM48,OUT010,-1356.75
FDG41,OUT027,3267.25
FDE44,OUT027,2259.25
FDE26,OUT035,2459.25
NCS38,OUT013,1763.75
NCJ54,OUT018,3297.25
FDI40,OUT019,-244.75
FDN45,OUT018,3253.25
FDU43,OUT046,3847.25
FDI04,OUT010,1247.25
NCC07,OUT018,1345.25
NCC07,OUT019,-236.75
NCD18,OUT045,3545.5
FDU55,OUT035,4251.25
FDX59,OUT035,779.25
FDR52,OUT049,3161.25
NCP17,OUT013,987.75
FDQ32,OUT045,1953.5
NCT17,OUT049,3033.25
FDO10,OUT049,1097.25
FDE32,OUT049,729.25
FDN44,OUT045,2481.5
FDH02,OUT035,1651.25
FDK60,OUT013,1635.75
FDS24,OUT019,-420.75
FDL03,OUT010,1267.25
FDB46,OUT027,4851.25
FDO48,OUT049,3657.25
FDZ39,OUT049,1801.25
FDT02,OUT027,2067.25
FDC50,OUT013,1531.75
FDP39,OUT035,1019.25
DRG15,OUT018,661.25
FDP10,OUT018,1381.25
FDF53,OUT027,4387.25
FDN34,OUT045,2705.5
FDK02,OUT045,1881.5
FDC23,OUT045,2761.5
FDJ10,OUT019,395.25
FDE53,OUT035,1891.25
FDR25,OUT035,4387.25
FDW50,OUT046,2655.25
FDS09,OUT049,1001.25
FDW49,OUT010,903.25
FDU51,OUT046,2887.25
FDF28,OUT018,1773.25
NCY30,OUT018,2509.25
FDD44,OUT045,4089.5
FDX09,OUT017,2939.25
NCF30,OUT013,1947.75
FDZ50,OUT019,1115.25
FDW37,OUT013,1443.75
FDD11,OUT049,4121.25
DRH39,OUT018,893.25
FDA36,OUT049,3033.25
NCG43,OUT049,1529.25
FDF02,OUT035,1827.25
FDP57,OUT027,3107.25
NCE42,OUT017,3731.25
NCR38,OUT027,5379.25
FDP03,OUT019,179.25
FDO51,OUT035,923.25
NCQ42,OUT046,2015.25
NCM41,OUT046,1439.25
FDH48,OUT027,2835.25
DRF60,OUT046,3719.25
FDJ27,OUT035,1819.25
FDQ14,OUT013,2419.75
FDN27,OUT017,2027.25
NCQ02,OUT046,2959.25
FDJ33,OUT049,2137.25
FDP07,OUT027,4563.25
DRE01,OUT049,3849.25
FDU36,OUT045,1577.5
FDL28,OUT017,3771.25
NCX53,OUT046,2223.25
FDZ39,OUT013,1723.75
NCP42,OUT013,3051.75
FDJ14,OUT035,1531.25
FDK04,OUT049,1033.25
NCC19,OUT017,3147.25
FDS09,OUT018,613.25
FDZ02,OUT046,1679.25
FDD35,OUT018,1669.25
NCY42,OUT017,2371.25
FDB05,OUT045,3857.5
FDF20,OUT035,3259.25
NCO41,OUT018,1233.25
FDC40,OUT027,2787.25
FDV58,OUT045,3073.5
FDZ57,OUT045,2073.5
DRM35,OUT046,2823.25
DRN36,OUT018,1193.25
FDQ13,OUT046,1399.25
DRO35,OUT010,-100.75
NCD43,OUT035,1787.25
FDA51,OUT018,1573.25
NCX17,OUT027,5059.25
NCZ17,OUT049,713.25
FDR11,OUT027,4019.25
FDW34,OUT049,3945.25
FDN50,OUT017,1659.25
FDS09,OUT046,903.25
FDS48,OUT018,2129.25
FDL44,OUT049,2697.25
DRF48,OUT018,2649.25
FDA14,OUT018,2073.25
NCD30,OUT049,1593.25
FDI16,OUT017,1003.25
NCG06,OUT035,4187.25
DRZ24,OUT035,2043.25
NCS17,OUT045,1425.5
FDB37,OUT045,3801.5
FDE10,OUT035,2283.25
FDC57,OUT045,3033.5
FDM12,OUT018,2729.25
FDE24,OUT049,2345.25
FDW22,OUT045,3481.5
DRD01,OUT027,2339.25
NCZ18,OUT027,5379.25
FDN49,OUT045,681.5
FDR22,OUT035,2027.25
FDV08,OUT019,-1116.75
FDY39,OUT046,3007.25
FDV36,OUT049,2121.25
FDO60,OUT045,713.5
FDU04,OUT027,3427.25
FDR20,OUT027,2291.25
FDW19,OUT019,-44.75
FDU40,OUT049,3177.25
FDK15,OUT045,1529.5
DRF15,OUT035,2539.25
FDQ25,OUT017,2923.25
FDI48,OUT019,-940.75
FDS49,OUT046,1279.25
FDV22,OUT046,2583.25
NCV42,OUT046,1727.25
FDX26,OUT046,2943.25
FDI33,OUT018,1177.25
FDZ14,OUT049,2089.25
FDG10,OUT013,995.75
FDM38,OUT018,597.25
FDG26,OUT027,5507.25
FDH46,OUT035,1843.25
FDN13,OUT018,1313.25
FDU57,OUT035,2587.25
NCI06,OUT046,2815.25
FDM38,OUT045,873.5
NCG42,OUT010,87.25
FDL39,OUT045,2849.5
FDT31,OUT019,1179.25
FDV59,OUT013,3443.75
FDB49,OUT035,1835.25
FDD58,OUT049,1737.25
DRN59,OUT046,735.25
FDX48,OUT049,2585.25
FDQ11,OUT049,4169.25
FDY12,OUT049,1001.25
FDQ11,OUT045,4041.5
DRI11,OUT017,1947.25
FDY32,OUT027,4051.25
FDS51,OUT045,961.5
FDR19,OUT010,395.25
DRB13,OUT018,2725.25
FDS21,OUT035,1227.25
FDQ40,OUT045,2793.5
NCE55,OUT013,2731.75
FDX43,OUT027,4083.25
FDS12,OUT049,2105.25
DRK01,OUT027,2947.25
FDN25,OUT017,1083.25
FDB60,OUT046,3127.25
FDQ13,OUT017,1491.25
DRK13,OUT045,3017.5
DRF25,OUT018,285.25
NCD42,OUT019,-1244.75
FDW25,OUT045,1337.5
NCV29,OUT027,4243.25
NCK42,OUT035,3499.25
DRJ13,OUT027,3939.25
DRD15,OUT017,3755.25
FDM27,OUT045,2473.5
FDZ50,OUT018,2677.25
FDC04,OUT046,3855.25
FDF50,OUT049,3209.25
FDP15,OUT045,4017.5
FDK46,OUT035,4251.25
FDZ56,OUT018,2405.25
FDY60,OUT049,2441.25
FDB10,OUT035,3907.25
FDR57,OUT045,2481.5
FDU58,OUT049,3113.25
FDH02,OUT046,1511.25
FDP48,OUT013,2947.75
FDI46,OUT035,4139.25
FDW56,OUT013,3075.75
NCM19,OUT010,-168.75
FDS50,OUT027,4963.25
FDK24,OUT013,755.75
FDO36,OUT017,2987.25
FDK45,OUT027,3299.25
NCL05,OUT045,641.5
FDL32,OUT018,1561.25
FDA28,OUT049,2153.25
FDY36,OUT018,945.25
FDP32,OUT018,1753.25
FDL50,OUT046,2039.25
DRC24,OUT049,2473.25
NCS18,OUT017,1795.25
FDD16,OUT017,1355.25
NCV18,OUT013,1323.75
FDX07,OUT046,2983.25
NCZ05,OUT027,3075.25
NCI31,OUT013,571.75
FDK14,OUT049,1465.25
NCR06,OUT045,633.5
NCF54,OUT049,2793.25
DRG23,OUT010,435.25
FDD53,OUT046,759.25
NCM31,OUT027,3635.25
FDT16,OUT017,4291.25
FDR40,OUT035,1499.25
DRG25,OUT017,3011.25
FDT10,OUT035,1195.25
FDY32,OUT013,2603.75
FDN50,OUT035,1707.25
FDZ35,OUT019,-132.75
NCP54,OUT045,1849.5
NCD07,OUT035,1899.25
FDS02,OUT018,2861.25
DRN59,OUT018,477.25
DRB24,OUT013,2451.75
FDP37,OUT027,3475.25
DRB01,OUT018,2685.25
FDR47,OUT046,3119.25
NCM31,OUT010,287.25
NCF06,OUT027,5491.25
NCV17,OUT027,3475.25
FDS10,OUT049,2937.25
FDN52,OUT035,1611.25
FDZ48,OUT013,1827.75
FDJ48,OUT049,4025.25
DRB13,OUT027,4483.25
FDV59,OUT017,3563.25
FDL32,OUT035,1979.25
FDZ12,OUT035,2427.25
NCR06,OUT027,2099.25
FDP51,OUT017,2075.25
FDY22,OUT013,2307.75
FDZ38,OUT049,2825.25
NCO54,OUT035,1011.25
FDR23,OUT035,2939.25
FDM38,OUT049,1049.25
FDS25,OUT013,1843.75
FDZ22,OUT013,1379.75
FDZ20,OUT019,2163.25
FDD45,OUT010,-384.75
FDN03,OUT049,4073.25
NCW30,OUT046,4055.25
FDY24,OUT027,2419.25
FDJ26,OUT019,1523.25
FDM15,OUT049,2569.25
NCW54,OUT027,2339.25
FDA23,OUT045,1585.5
FDA39,OUT019,-1172.75
FDZ12,OUT017,2419.25
NCB42,OUT046,1831.25
FDL16,OUT046,791.25
FDO24,OUT019,683.25
NCP42,OUT046,3031.25
FDR19,OUT018,2081.25
DRL01,OUT045,3625.5
FDV37,OUT046,3207.25
FDI41,OUT010,463.25
FDF58,OUT049,1145.25
NCF43,OUT018,1921.25
FDN02,OUT049,3353.25
NCP41,OUT035,1835.25
NCY17,OUT027,2147.25
FDL58,OUT027,5683.25
NCA30,OUT027,4371.25
FDE46,OUT018,2121.25
FDY38,OUT035,3843.25
NCH29,OUT027,2947.25
FDO20,OUT045,3985.5
FDP44,OUT018,1405.25
FDM02,OUT027,2947.25
FDJ14,OUT027,2803.25
FDH04,OUT010,-416.75
DRK23,OUT046,3967.25
NCW05,OUT046,1663.25
FDF12,OUT049,2441.25
FDL51,OUT019,1547.25
FDN03,OUT018,3697.25
DRJ37,OUT049,2457.25
FDM12,OUT019,1163.25
FDA16,OUT045,3473.5
NCB07,OUT017,3171.25
NCI17,OUT019,-380.75
FDR51,OUT046,2423.25
FDJ55,OUT045,3561.5
NCZ17,OUT013,603.75
FDU25,OUT013,1003.75
NCG18,OUT045,1577.5
DRM11,OUT017,4171.25
FDH16,OUT035,1651.25
FDZ04,OUT018,741.25
NCX53,OUT035,2379.25
FDX38,OUT027,2307.25
FDX09,OUT046,2839.25
NCW05,OUT018,1369.25
NCS41,OUT017,2995.25
FDI26,OUT046,2855.25
NCZ41,OUT027,3411.25
NCK06,OUT046,1943.25
FDX23,OUT027,3027.25
NCA42,OUT046,2479.25
FDC20,OUT049,1001.25
DRC49,OUT018,1965.25
FDX01,OUT013,1899.75
FDC08,OUT045,3561.5
FDC02,OUT017,4203.25
FDK10,OUT045,2841.5
DRC24,OUT013,2403.75
FDW16,OUT019,-324.75
NCU06,OUT018,3269.25
DRA59,OUT045,2865.5
FDR24,OUT019,-356.75
DRL35,OUT018,405.25
FDA49,OUT013,1411.75
NCC55,OUT046,591.25
DRD24,OUT019,379.25
NCE55,OUT049,2841.25
FDT33,OUT045,2681.5
NCT53,OUT013,2563.75
FDS26,OUT046,4119.25
FDL22,OUT018,1201.25
FDP44,OUT017,1835.25
FDC52,OUT018,2145.25
FDI53,OUT010,659.25
FDZ23,OUT046,3023.25
NCT18,OUT013,2843.75
FDR13,OUT046,1943.25
FDB09,OUT010,87.25
FDZ60,OUT013,1747.75
FDB11,OUT046,3591.25
FDC10,OUT018,1673.25
FDW56,OUT035,3243.25
FDK14,OUT027,2819.25
DRE27,OUT027,2947.25
FDA38,OUT017,3939.25
FDT11,OUT045,3001.5
FDP15,OUT035,4219.25
FDV27,OUT035,1627.25
FDS36,OUT027,3251.25
FDY40,OUT027,2307.25
NCF19,OUT049,889.25
FDF53,OUT045,2873.5
FDS14,OUT027,3955.25
FDE56,OUT046,1095.25
FDZ19,OUT035,2987.25
FDZ46,OUT013,1811.75
FDR16,OUT046,3423.25
FDG29,OUT018,429.25
NCE30,OUT017,3443.25
FDZ40,OUT046,911.25
FDG58,OUT018,2225.25
DRH03,OUT013,1499.75
FDZ47,OUT045,1593.5
FDV04,OUT018,2249.25
FDZ10,OUT018,1737.25
FDG46,OUT017,1987.25
NCF07,OUT045,1505.5
FDY44,OUT035,3291.25
FDB21,OUT013,3827.75
FDS20,OUT035,3067.25
FDS49,OUT049,1401.25
FDX55,OUT027,4931.25
NCQ02,OUT018,2625.25
FDR25,OUT013,4211.75
DRG39,OUT045,809.5
FDB46,OUT046,3431.25
